Activity Type,Date,Favorite,Title,Distance,Calories,Time,Avg HR,Max HR,Aerobic TE,Avg Run Cadence,Max Run Cadence,Avg Pace,Best Pace,Total Ascent,Total Descent,Avg Stride Length,Avg Vertical Ratio,Avg Vertical Oscillation,Avg Ground Contact Time,Training Stress Score®,Grit,Flow,Avg. Swolf,Avg Stroke Rate,Total Reps,Min Temp,Decompression,Best Lap Time,Number of Laps,Max Temp,Moving Time,Elapsed Time,Min Elevation,Max Elevation
Running,2022-12-31 15:26:02,FALSE,McHenry County Running,10.01,"1,168",01:27:26,159,174,4.0,172,185,8:44,7:19,180,154,1.07,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,48.2,No,00:00:02.5,11,78.8,01:27:11,01:31:00,919,978
Running,2022-12-28 15:47:51,FALSE,McHenry County Running,8.01,"1,004",01:09:35,160,183,4.5,172,182,8:41,7:51,82,92,1.08,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,51.8,No,00:00:02.5,9,80.6,01:09:28,01:10:30,905,946
Running,2022-12-27 16:28:55,FALSE,McHenry County Running,3.19,375,00:26:52,153,170,3.2,171,179,8:25,7:53,49,30,1.12,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,35.6,No,00:01:33.2,4,80.6,00:26:49,00:27:11,933,961
Running,2022-12-26 14:11:37,FALSE,McHenry County Running,7.05,824,01:00:11,154,166,3.7,174,185,8:32,7:11,108,105,1.09,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,37.4,No,00:00:21.2,8,82.4,01:00:10,01:00:15,907,951
Treadmill Running,2022-12-21 12:48:23,FALSE,Treadmill Running,1.24,123,00:08:17.5,161,185,2.3,188,192,6:40,6:27,--,--,1.20,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,75.2,No,00:01:09.2,2,77.0,00:08:17.3,00:08:17.5,--,--
Running,2022-12-18 16:34:11,FALSE,Santa Barbara Running,4.51,501,00:35:54,155,176,3.4,173,184,7:58,6:55,59,66,1.17,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,60.8,No,00:03:58.5,5,78.8,00:35:51,00:38:39,-13,36
Running,2022-12-16 16:17:07,FALSE,Santa Barbara Running,2.25,286,00:22:36,144,165,2.4,168,180,10:02,8:56,213,197,0.95,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,62.6,No,00:02:24.4,3,82.4,00:22:35,00:22:36,162,304
Running,2022-12-13 18:21:56,FALSE,Santa Barbara Running,2.99,274,00:19:26,157,176,3.0,184,212,6:31,4:57,26,10,1.35,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,53.6,No,00:03:09.8,4,64.4,00:19:25,00:31:11,8,43
Running,2022-12-13 18:10:45,FALSE,Santa Barbara Running,1.05,109,00:08:22.6,142,156,1.9,165,192,8:00,6:26,13,16,1.22,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,64.4,No,00:00:21.1,2,71.6,00:08:22.5,00:08:22.6,16,39
Running,2022-12-11 16:50:50,FALSE,Santa Barbara Running,3.09,374,00:30:09,142,166,2.6,169,192,9:45,8:35,331,328,0.98,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,59.0,No,00:00:51.2,4,77.0,00:30:08,00:30:09,146,331
Running,2022-12-09 09:10:47,FALSE,Santa Barbara Running,0.43,54,00:03:59.5,149,159,1.0,168,176,9:16,8:33,3,--,1.03,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,68.0,No,00:03:59.5,1,73.4,00:03:59,00:03:59.5,13,20
Running,2022-12-09 08:45:32,FALSE,Santa Barbara Running,3.00,309,00:19:50,172,185,3.3,194,200,6:36,6:02,13,10,1.26,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,64.4,No,00:00:01.2,4,71.6,00:19:49,00:19:50,13,41
Running,2022-12-09 08:31:30,FALSE,Santa Barbara Running,1.04,116,00:08:53.1,144,163,2.0,168,205,8:31,5:38,7,7,1.12,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,69.8,No,00:00:14.3,2,75.2,00:08:49.3,00:09:02.8,20,31
Trail Running,2022-12-07 16:35:43,FALSE,Santa Barbara Trail Running,3.23,402,00:31:16,150,171,2.9,167,184,9:41,8:00,404,381,0.99,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,60.8,No,00:02:03.9,4,78.8,00:31:15,00:31:19,147,431
Running,2022-12-05 15:36:22,FALSE,McHenry County Running,12.05,"1,596",01:48:46,165,179,5.0,171,181,9:02,7:41,108,128,1.04,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,46.4,No,00:00:23.6,13,82.4,01:48:41,01:50:15,908,955
Running,2022-12-02 15:54:32,FALSE,Chicago Running,6.41,755,00:56:15,152,181,3.3,171,212,8:47,5:23,85,62,1.07,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,62.6,No,00:03:42.9,7,82.4,00:56:11,00:57:08,584,617
Running,2022-12-01 16:38:19,FALSE,Chicago Running,1.22,162,00:10:49,163,179,2.5,168,178,8:52,8:10,10,7,1.08,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,48.2,No,00:01:56.6,2,50.0,00:10:49,00:11:53,545,554
Running,2022-12-01 16:21:25,FALSE,Chicago Running,2.09,204,00:13:53,161,176,2.7,190,204,6:39,5:35,36,16,1.27,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,46.4,No,00:00:33.7,3,53.6,00:13:51,00:15:50,606,623
Running,2022-12-01 16:08:44,FALSE,Chicago Running,1.29,152,00:11:04,150,166,2.3,169,180,8:36,7:13,16,--,1.11,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,53.6,No,00:02:24.9,2,78.8,00:11:03,00:11:54,585,608
Running,2022-11-29 16:10:45,FALSE,Chicago Running,2.31,288,00:20:41,153,165,2.8,169,178,8:58,8:09,13,7,1.06,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,64.4,No,00:02:32.9,3,75.2,00:20:40,00:20:41,580,597
Running,2022-11-28 15:02:32,FALSE,Chicago Running,10.01,"1,212",01:23:35,163,187,4.6,171,200,8:21,5:52,131,112,1.12,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,55.4,No,00:00:02.5,11,75.2,01:23:25,01:27:49,583,628
Running,2022-11-26 12:10:05,FALSE,McHenry County Running,3.13,347,00:24:46,154,173,3.2,175,205,7:54,6:17,49,30,1.16,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,64.4,No,00:00:57.0,4,77.0,00:24:44,00:24:46,932,965
Running,2022-11-25 15:45:59,FALSE,Crystal Lake Running,3.74,318,00:22:39,162,185,3.3,199,219,6:04,5:07,26,23,1.34,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,50.0,No,00:03:42.0,6,64.4,00:22:37,00:39:56,"1,075","1,093"
Running,2022-11-25 15:31:23,FALSE,McHenry County Running,1.52,179,00:12:47,156,166,2.5,174,208,8:23,5:24,16,16,1.10,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,64.4,No,00:04:13.6,2,86.0,00:12:46,00:12:47,"1,081","1,102"
Running,2022-11-23 09:12:35,FALSE,Santa Barbara Running,1.75,104,00:09:34.9,137,156,2.0,197,225,5:29,4:33,20,3,1.49,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,71.6,No,00:01:18.3,7,75.2,00:09:33.6,00:25:24,22,54
Running,2022-11-23 09:08:11,FALSE,Santa Barbara Running,0.25,18,00:01:25.2,149,184,0.4,202,210,5:37,5:06,--,3,1.42,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,71.6,No,00:01:25.2,1,73.4,00:01:25.2,00:01:25.2,28,31
Running,2022-11-23 08:55:54,FALSE,Santa Barbara Running,1.14,130,00:09:32.3,152,173,2.2,170,207,8:20,5:05,3,--,1.13,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,73.4,No,00:01:05.6,2,82.4,00:09:32.3,00:10:11,16,28
Running,2022-11-22 17:10:44,FALSE,Santa Barbara Running,3.12,382,00:30:35,147,166,2.7,166,177,9:48,8:49,269,266,0.99,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,62.6,No,00:01:13.2,4,77.0,00:30:32,00:30:53,113,295
Trail Running,2022-11-20 07:16:39,FALSE,Henderson Trail Running,9.85,"1,441",01:56:51,154,169,3.4,165,205,11:52,8:09,"1,227","1,234",0.82,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,53.6,No,00:08:33.8,10,71.6,01:56:35,02:02:44,"2,562","3,366"
Running,2022-11-16 08:52:54,FALSE,Santa Barbara Running,2.99,219,00:18:02,149,183,2.3,197,210,6:02,5:12,43,13,1.35,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,69.8,No,00:02:56.3,6,78.8,00:18:00,00:38:50,19,49
Running,2022-11-16 08:40:53,FALSE,Santa Barbara Running,1.04,117,00:09:08.6,147,164,2.0,166,196,8:45,5:46,--,--,1.11,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,73.4,No,00:00:14.8,2,78.8,00:09:06.8,00:09:43.4,18,26
Running,2022-11-13 14:53:55,FALSE,Santa Barbara Running,10.00,"1,195",01:25:00,162,178,4.4,173,200,8:30,6:36,545,564,1.10,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,66.2,No,00:00:02.0,11,78.8,01:24:50,01:29:28,-25,425
Running,2022-11-12 18:02:57,FALSE,Santa Barbara Running,2.21,245,00:18:21,152,178,2.7,168,178,8:19,7:21,36,46,1.16,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,62.6,No,00:01:48.6,3,80.6,00:18:16,00:19:27,30,75
Running,2022-11-11 17:06:44,FALSE,Santa Barbara Running,2.44,281,00:20:52,152,171,2.9,169,188,8:33,6:53,92,95,1.11,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,62.6,No,00:03:38.0,3,78.8,00:20:50,00:20:52,156,188
Running,2022-11-09 08:51:30,FALSE,Santa Barbara Running,3.27,408,00:30:01,154,174,3.3,165,180,9:11,7:44,217,207,1.06,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,62.6,No,00:02:21.3,4,78.8,00:29:30,00:31:02,58,280
Running,2022-11-08 09:02:23,FALSE,Santa Barbara Running,2.49,199,00:15:16,153,177,2.6,194,208,6:08,5:30,33,33,1.36,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,68.0,No,00:03:43.8,4,73.4,00:15:16,00:25:48,15,41
Running,2022-11-08 08:51:15,FALSE,Santa Barbara Running,1.01,103,00:07:54.6,148,175,2.0,168,198,7:52,5:50,13,16,1.22,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,71.6,No,00:00:02.2,2,78.8,00:07:52,00:08:15.1,29,40
Running,2022-11-06 15:33:58,FALSE,Santa Barbara Running,8.01,959,01:07:15,165,192,4.9,170,194,8:24,6:50,492,525,1.13,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,68.0,No,00:00:01.7,9,82.4,01:07:10,01:09:44,-20,426
Running,2022-11-01 19:50:09,FALSE,Santa Barbara Running,2.58,308,00:20:39,171,192,3.5,161,243,8:00,3:29,56,39,1.25,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,66.2,No,00:04:34.4,3,71.6,00:20:38,00:32:54,5,39
Running,2022-11-01 19:37:06,FALSE,Santa Barbara Running,1.30,142,00:11:21,144,165,2.2,160,176,8:45,6:51,--,--,1.15,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,68.0,No,00:02:11.2,2,77.0,00:11:21,00:12:04,15,30
Running,2022-10-29 09:23:53,FALSE,Las Vegas Running,4.06,456,00:33:51,154,182,3.2,168,178,8:20,7:00,33,20,1.15,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,66.2,No,00:00:28.1,5,82.4,00:33:43,00:36:24,"1,889","1,919"
Running,2022-10-27 16:32:29,FALSE,Santa Barbara Running,2.47,257,00:18:37,156,171,2.9,172,194,7:32,5:40,121,128,1.24,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,71.6,No,00:03:58.6,3,77.0,00:18:36,00:20:03,147,230
Running,2022-10-25 18:14:45,FALSE,Santa Barbara Running,4.01,427,00:31:06,156,178,3.5,172,201,7:46,5:25,26,30,1.20,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,68.0,No,00:00:01.7,5,77.0,00:31:04,00:33:29,-34,-12
Running,2022-10-24 08:59:31,FALSE,Santa Barbara Running,3.28,422,00:30:02,161,180,3.4,169,188,9:09,7:03,354,338,1.04,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,69.8,No,00:02:22.2,4,77.0,00:30:00,00:30:04,90,425
Running,2022-10-22 17:50:35,FALSE,Santa Barbara Running,8.01,975,01:09:13,161,184,4.8,168,186,8:39,7:16,518,509,1.11,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,69.8,No,00:00:03.0,9,78.8,01:09:06,01:11:31,-13,425
Trail Running,2022-10-18 16:27:49,FALSE,Santa Barbara Trail Running,4.74,654,00:43:06,170,184,4.5,170,199,9:06,6:00,561,591,1.04,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,84.2,No,00:07:06.5,5,93.2,00:43:04,00:43:06,37,528
Running,2022-10-17 07:32:12,FALSE,Santa Barbara Running,2.99,196,00:18:33,137,160,2.1,190,210,6:12,5:00,30,23,1.37,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,66.2,No,00:03:00.2,6,69.8,00:18:30,00:36:12,8,43
Running,2022-10-17 07:18:43,FALSE,Santa Barbara Running,1.15,137,00:11:23,142,170,2.1,137,205,9:53,5:12,7,7,1.19,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,68.0,No,00:01:06.7,2,78.8,00:09:23.7,00:12:11,33,45
Running,2022-10-15 18:23:24,FALSE,Santa Barbara Running,7.13,842,01:01:48,156,188,4.6,167,186,8:40,6:04,253,266,1.11,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,71.6,No,00:01:06.5,8,84.2,01:01:24,01:04:47,-18,165
Running,2022-10-14 07:37:42,FALSE,Santa Barbara Running,2.99,175,00:17:24,141,182,2.6,190,213,5:49,5:06,128,16,1.46,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,69.8,No,00:01:22.5,11,73.4,00:17:20,00:42:27,-56,49
Running,2022-10-14 07:27:50,FALSE,Santa Barbara Running,1.00,110,00:08:03.0,155,168,2.1,169,205,8:01,5:21,7,3,1.19,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,71.6,No,00:00:01.0,2,80.6,00:08:01.0,00:08:03.0,21,45
Running,2022-10-12 07:29:28,FALSE,Santa Barbara Running,3.55,432,00:32:14,154,175,3.3,167,180,9:06,7:30,223,210,1.06,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,68.0,No,00:04:31.2,4,78.8,00:32:13,00:32:20,97,310
Running,2022-10-10 07:50:10,FALSE,Santa Barbara Running,2.99,205,00:18:23,143,175,2.5,192,210,6:09,5:18,33,26,1.37,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,68.0,No,00:02:56.6,6,73.4,00:18:20,00:33:07,3,39
Running,2022-10-10 07:40:08,FALSE,Santa Barbara Running,1.00,104,00:08:03.8,146,158,2.1,168,203,8:01,5:19,3,7,1.20,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,71.6,No,00:00:02.0,2,80.6,00:08:03.8,00:08:03.8,19,39
Running,2022-10-08 13:03:55,FALSE,Santa Barbara Running,6.23,823,00:51:10,176,193,5.0,170,209,8:13,5:00,49,26,1.15,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,82.4,No,00:01:16.2,7,89.6,00:51:07,00:54:03,-25,-3
Running,2022-09-11 19:15:08,FALSE,Santa Barbara Running,7.01,826,00:55:45,162,184,4.3,173,205,7:57,6:01,98,108,1.17,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,78.8,No,00:00:01.9,8,89.6,00:55:42,00:56:06,-23,53
Running,2022-08-23 18:04:36,FALSE,Chicago Running,5.01,611,00:41:01,161,188,3.8,169,196,8:12,5:38,36,36,1.16,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,78.8,No,00:00:02.3,6,84.2,00:40:56,00:42:48,580,610
Running,2022-08-22 19:09:19,FALSE,Chicago Running,5.01,545,00:37:16,159,178,3.7,169,178,7:27,1:14,33,36,1.28,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,77.0,No,00:00:02.2,6,86.0,00:37:14,00:37:49,613,640
Running,2022-08-20 13:48:28,FALSE,Chicago Running,8.01,901,01:02:48,159,175,4.5,171,184,7:51,6:40,79,62,1.20,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,75.2,No,00:00:01.9,9,86.0,01:02:37,01:04:19,615,656
Running,2022-08-17 18:38:28,FALSE,McHenry County Running,6.07,662,00:45:45,162,183,4.2,173,184,7:32,6:24,52,39,1.24,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,75.2,No,00:00:28.3,7,86.0,00:45:40,00:49:55,925,955
Running,2022-08-16 18:31:19,FALSE,McHenry County Running,3.14,364,00:23:23,170,188,3.6,174,197,7:27,5:32,69,59,1.24,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,73.4,No,00:00:55.1,4,86.0,00:23:22,00:23:27,929,953
Running,2022-08-13 12:45:56,FALSE,Algonquin Running,12.01,"1,543",01:43:20,168,189,5.0,170,208,8:36,4:50,148,105,1.10,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,73.4,No,00:00:01.5,13,87.8,01:43:12,01:46:00,721,804
Running,2022-08-07 08:54:12,FALSE,Carpinteria Running,3.12,420,00:29:56,160,179,3.4,167,175,9:35,8:51,108,128,1.01,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,73.4,No,00:01:11.2,4,84.2,00:29:55,00:29:56,905,"1,018"
Running,2022-08-06 19:46:04,FALSE,Santa Barbara Running,6.01,678,00:47:40,161,178,4.2,170,190,7:56,6:14,92,98,1.19,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,69.8,No,00:00:01.6,7,82.4,00:47:37,00:47:44,-26,51
Running,2022-08-02 20:03:36,FALSE,Santa Barbara Running,2.50,168,00:14:46,140,153,2.2,193,217,5:54,5:10,36,23,1.41,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,68.0,No,00:02:55.1,5,73.4,00:14:45,00:27:45,18,49
Running,2022-08-02 19:54:11,FALSE,Santa Barbara Running,1.01,81,00:07:28.1,130,147,1.2,171,192,7:25,6:22,30,30,1.27,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,71.6,No,00:00:01.5,2,82.4,00:07:27.6,00:07:28.1,5,35
Running,2022-07-30 09:27:41,FALSE,Santa Monica Running,1.01,104,00:07:48.3,153,168,2.1,175,186,7:45,7:06,52,62,1.19,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,77.0,No,00:00:02.5,2,82.4,00:07:47.5,00:07:48.3,56,121
Running,2022-07-30 08:11:56,FALSE,Santa Monica Running,3.22,356,00:24:53,163,181,3.6,173,197,7:43,6:38,62,89,1.21,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,73.4,No,00:01:42.3,4,80.6,00:24:51,00:25:04,35,114
Running,2022-07-26 19:30:05,FALSE,Santa Barbara Running,3.01,207,00:19:39,135,155,2.1,179,217,6:32,4:50,75,69,1.37,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,66.2,No,00:00:02.3,4,82.4,00:19:37,00:34:50,17,47
Running,2022-07-23 12:08:13,FALSE,Santa Monica Running,4.01,467,00:32:03,164,184,4.1,167,196,7:59,4:59,105,135,1.21,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,78.8,No,00:00:07.0,5,89.6,00:31:51,00:38:19,59,165
Running,2022-07-16 19:21:24,FALSE,Santa Barbara Running,6.84,806,00:55:02,162,189,5.0,169,178,8:03,6:41,72,75,1.18,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,71.6,No,00:06:33.4,7,87.8,00:54:57,00:57:34,-26,27
Running,2022-07-14 07:13:57,FALSE,Santa Barbara Running,1.00,55,00:05:29.1,132,162,2.0,190,215,5:30,4:50,16,10,1.54,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,68.0,No,00:01:19.3,4,71.6,00:05:27.6,00:13:20,10,39
Running,2022-07-10 19:42:25,FALSE,Santa Barbara Running,4.50,491,00:33:38,160,188,4.2,171,203,7:29,5:07,16,7,1.26,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,69.8,No,00:00:01.6,7,82.4,00:33:33,00:39:19,-7,16
Running,2022-06-26 19:12:36,FALSE,Santa Barbara Running,3.11,319,00:22:48,150,171,3.0,172,196,7:20,6:28,26,56,1.28,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,69.8,No,00:00:49.7,4,82.4,00:22:46,00:28:19,-21,28
Running,2022-06-18 09:34:07,FALSE,Santa Barbara Running,3.11,341,00:22:13,162,184,3.5,176,192,7:09,6:16,33,30,1.28,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,73.4,No,00:00:45.1,4,84.2,00:22:11,00:22:13,-24,-8
Running,2022-06-14 19:31:19,FALSE,Santa Barbara Running,2.01,184,00:13:23,146,158,2.4,180,196,6:39,4:49,125,121,1.34,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,69.8,No,00:00:04.6,3,84.2,00:13:22,00:13:23,24,46
Running,2022-06-06 20:09:41,FALSE,Santa Barbara Running,3.02,268,00:19:40,151,169,2.7,183,206,6:31,5:22,105,98,1.35,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,68.0,No,00:00:06.2,4,80.6,00:19:39,00:26:39,9,44
Running,2022-06-01 20:03:11,FALSE,Santa Barbara Running,1.50,87,00:08:00.2,133,163,1.9,201,224,5:19,4:39,26,13,1.51,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,68.0,No,00:01:16.4,6,73.4,00:07:59.8,00:20:38,20,49
Running,2022-06-01 19:52:52,FALSE,Santa Barbara Running,1.01,80,00:07:01.5,132,146,1.1,176,190,6:58,6:13,43,39,1.31,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,71.6,No,00:00:02.2,2,84.2,00:07:00.3,00:07:01.5,14,39
Trail Running,2022-05-24 18:27:41,FALSE,Santa Barbara Trail Running,4.64,694,00:47:38,164,188,4.4,167,210,10:16,6:07,"1,043",850,0.94,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,66.2,No,00:06:55.6,5,80.6,00:47:09,01:02:14,31,421
Running,2022-05-22 19:32:30,FALSE,Santa Barbara Running,8.01,857,01:00:08,159,174,4.1,175,188,7:31,6:25,128,141,1.22,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,62.6,No,00:00:01.6,9,80.6,01:00:06,01:00:14,-30,46
Running,2022-05-21 14:14:58,FALSE,Santa Barbara Running,3.01,286,00:19:00,170,192,3.4,184,199,6:19,5:36,30,26,1.39,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,75.2,No,00:00:02.1,4,89.6,00:18:59,00:27:16,14,35
Running,2022-05-19 16:29:25,FALSE,Santa Barbara Running,3.52,423,00:30:01,157,178,3.4,167,184,8:32,7:26,246,213,1.13,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,71.6,No,00:04:01.2,4,77.0,00:30:00,00:30:23,202,415
Running,2022-05-18 18:24:28,FALSE,Santa Barbara Running,2.00,105,00:10:48,133,167,2.0,195,221,5:23,4:42,39,16,1.53,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,68.0,No,00:01:19.4,8,75.2,00:10:45,00:28:12,12,40
Running,2022-05-18 18:15:02,FALSE,Santa Barbara Running,1.01,91,00:07:02.6,150,177,2.0,172,180,6:59,6:45,30,26,1.34,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,73.4,No,00:00:02.9,2,86.0,00:07:02.6,00:07:02.6,12,37
Running,2022-05-16 19:03:22,FALSE,Santa Barbara Running,3.58,436,00:30:01,163,183,3.6,168,178,8:24,7:39,308,236,1.14,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,69.8,No,00:04:41.1,4,82.4,00:29:59,00:30:11,45,307
Running,2022-05-14 16:32:42,FALSE,Solana Beach Running,4.00,443,00:31:59,158,184,3.7,169,190,7:59,6:38,125,121,1.19,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,80.6,No,00:00:01.3,5,86.0,00:31:55,00:37:39,--,77
Running,2022-05-13 18:58:52,FALSE,Solana Beach Running,5.59,682,00:50:14,154,169,3.6,168,178,8:59,7:05,148,151,1.07,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,69.8,No,00:05:11.2,6,84.2,00:50:09,00:51:15,50,146
Running,2022-05-11 18:26:59,FALSE,Santa Barbara Running,4.19,546,00:35:00,169,188,4.5,166,186,8:21,7:25,259,207,1.16,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,68.0,No,00:01:29.3,5,82.4,00:34:58,00:35:20,-3,268
Running,2022-05-02 19:30:34,FALSE,Santa Barbara Running,4.05,507,00:35:01,157,178,3.5,166,196,8:38,7:39,207,171,1.12,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,64.4,No,00:00:24.0,5,80.6,00:34:54,00:35:54,56,219
Trail Running,2022-04-29 17:19:16,FALSE,Santa Barbara Trail Running,5.20,779,00:53:28,162,188,4.3,168,213,10:17,6:57,"1,102","1,109",0.93,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,73.4,No,00:05:24.1,7,84.2,00:53:04,01:00:55,50,439
Running,2022-04-26 18:05:05,FALSE,Santa Barbara Running,2.02,141,00:11:44,143,185,2.0,196,231,5:49,4:59,16,10,1.41,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,66.2,No,00:02:53.1,4,75.2,00:11:44,00:20:59,30,56
Running,2022-04-25 18:48:57,FALSE,Santa Barbara Running,3.94,466,00:35:01,148,174,3.0,167,178,8:53,7:09,302,295,1.08,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,71.6,No,00:08:01.5,4,86.0,00:35:00,00:35:07,110,306
Running,2022-04-24 14:53:11,FALSE,Santa Barbara Running,6.22,749,00:45:39,174,193,5.0,176,195,7:20,6:13,92,82,1.24,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,86.0,No,00:01:38.6,7,91.4,00:45:35,00:51:21,-24,-1
Running,2022-04-20 19:10:42,FALSE,Santa Barbara Running,4.00,472,00:35:08,150,172,3.0,169,193,8:46,7:47,427,423,1.08,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,64.4,No,00:00:01.9,5,78.8,00:35:06,00:35:08,57,423
